Date,Product_ID,Product_Category,City,Store_Type,Price,Discount_Percentage,Marketing_Spend,Holiday_Flag,Previous_Month_Demand,Season,Next_Month_Demand
2025-08-01,FASH103,Fashion,Delhi,Neighbourhood,881.37,20,11609.4,Yes,309,Monsoon,521
2025-12-01,HOME101,Home Appliances,Kolkata,Supermarket,10796.26,10,20434.99,Yes,176,Winter,281
2023-10-01,HOME102,Home Appliances,Delhi,Supermarket,6536.35,5,14059.98,Yes,200,Festival,403
2023-05-01,GROC104,Groceries,Delhi,Neighbourhood,443.79,25,21583.4,No,696,Summer,1151
2023-03-01,FASH101,Fashion,Delhi,High Street,1288.93,0,13475.64,No,359,Summer,424
2023-06-01,FASH101,Fashion,Pune,Mall,1680.04,5,6135.75,No,469,Monsoon,345
2023-04-01,GROC104,Groceries,Kochi,Mall,464.43,0,7092.78,No,673,Summer,486
2025-08-01,HOME101,Home Appliances,Chennai,Mall,12150.14,10,23571.35,No,145,Monsoon,168
2024-09-01,HOME101,Home Appliances,Delhi,Supermarket,11450.2,10,18672.63,No,150,Festival,278
2025-11-01,CARE103,Personal Care,Bengaluru,Supermarket,195.25,5,22833.6,Yes,818,Festival,1147
2024-09-01,HOME101,Home Appliances,Kochi,Mall,11019.9,10,29028.78,No,153,Festival,257
2023-11-01,CARE103,Personal Care,Delhi,High Street,195.69,0,6370.16,No,715,Festival,865
2025-08-01,GROC104,Groceries,Hyderabad,Supermarket,485.34,5,13436.59,Yes,1129,Monsoon,885
2024-05-01,FASH101,Fashion,Hyderabad,Supermarket,1647.38,10,23642.25,No,457,Summer,486
2025-08-01,FASH103,Fashion,Hyderabad,Supermarket,902.82,10,19918.0,No,334,Monsoon,368
2025-08-01,CARE102,Personal Care,Mumbai,Supermarket,578.71,15,11083.68,Yes,1078,Monsoon,1161
2025-06-01,FASH103,Fashion,Bengaluru,Neighbourhood,789.25,25,3062.57,No,248,Monsoon,409
2025-12-01,ELEC101,Electronics,Kochi,Supermarket,19368.51,0,23760.92,No,208,Winter,192
2024-11-01,ELEC102,Electronics,Hyderabad,High Street,24303.3,10,4782.27,Yes,159,Festival,338
2024-01-01,CARE104,Personal Care,Bengaluru,Mall,906.1,25,11088.27,Yes,859,Winter,1211
2023-02-01,GROC102,Groceries,Chennai,Neighbourhood,229.93,5,10587.12,No,829,Winter,958
2024-02-01,FASH102,Fashion,Chennai,Supermarket,2019.18,10,20292.85,No,520,Winter,490
2025-01-01,ELEC103,Electronics,Pune,Neighbourhood,8206.08,10,19869.16,Yes,149,Winter,274
2024-02-01,GROC104,Groceries,Hyderabad,Neighbourhood,421.65,5,18208.8,No,612,Winter,815
2023-12-01,GROC102,Groceries,Kolkata,High Street,232.87,15,13866.06,Yes,798,Winter,1097
2025-05-01,GROC102,Groceries,Kolkata,High Street,217.2,15,25662.14,No,710,Summer,1039
2025-05-01,HOME103,Home Appliances,Kochi,Mall,18350.92,0,26396.8,No,131,Summer,134
2024-06-01,FASH101,Fashion,Mumbai,Mall,1696.34,5,21228.78,No,390,Monsoon,407
2025-03-01,ELEC104,Electronics,Pune,High Street,3241.94,0,26638.8,No,151,Summer,188
2024-12-01,HOME103,Home Appliances,Kochi,Neighbourhood,16909.48,15,5844.85,No,94,Winter,119
2025-04-01,ELEC103,Electronics,Pune,Neighbourhood,7684.9,5,12984.96,No,106,Summer,141
2024-01-01,GROC101,Groceries,Chennai,Neighbourhood,109.63,20,20748.54,Yes,856,Winter,1248
2025-10-01,ELEC104,Electronics,Kolkata,Supermarket,3748.95,0,29313.98,Yes,235,Festival,379
2023-01-01,HOME101,Home Appliances,Delhi,Supermarket,10409.13,5,6010.83,Yes,162,Winter,255
2024-10-01,ELEC104,Electronics,Hyderabad,High Street,3748.01,0,11916.56,No,175,Festival,214
2025-05-01,FASH101,Fashion,Delhi,High Street,1579.89,10,11420.32,No,493,Summer,520
2023-12-01,FASH102,Fashion,Chennai,High Street,2402.72,15,6245.6,Yes,278,Winter,432
2025-01-01,ELEC103,Electronics,Bengaluru,Supermarket,7692.17,5,3036.55,Yes,266,Winter,350
2023-08-01,CARE102,Personal Care,Mumbai,Neighbourhood,690.98,20,28309.22,Yes,615,Monsoon,942
2024-11-01,HOME102,Home Appliances,Delhi,High Street,6913.11,25,17329.91,No,172,Festival,364
2024-05-01,FASH102,Fashion,Delhi,Supermarket,2280.79,0,24095.69,No,515,Summer,522
2023-11-01,CARE101,Personal Care,Kolkata,Neighbourhood,314.71,20,20356.11,No,636,Festival,1120
2025-07-01,ELEC102,Electronics,Bengaluru,High Street,21308.81,0,20034.89,No,211,Monsoon,242
2025-09-01,GROC102,Groceries,Mumbai,High Street,250.05,5,21349.75,No,893,Festival,1410
2024-06-01,GROC102,Groceries,Chennai,Supermarket,224.93,0,15029.62,No,922,Monsoon,779
2025-09-01,ELEC104,Electronics,Mumbai,Mall,3386.45,10,20796.07,No,199,Festival,375
2025-02-01,ELEC104,Electronics,Mumbai,Mall,3598.24,10,4973.2,No,263,Winter,326
2025-02-01,HOME104,Home Appliances,Mumbai,Mall,5665.55,20,28923.66,No,181,Winter,293
2025-08-01,HOME103,Home Appliances,Hyderabad,Mall,19519.28,10,28924.53,No,184,Monsoon,204
2023-09-01,CARE102,Personal Care,Delhi,Mall,660.14,5,24728.33,No,681,Festival,992
2023-08-01,FASH102,Fashion,Chennai,Supermarket,2187.39,0,20885.72,Yes,375,Monsoon,404
2025-03-01,GROC103,Groceries,Kochi,Neighbourhood,79.56,10,20156.98,No,486,Summer,456
2024-05-01,GROC101,Groceries,Delhi,Mall,114.91,10,20729.04,No,1062,Summer,1200
2025-02-01,CARE104,Personal Care,Unknown,Supermarket,824.63,10,4051.11,No,706,Winter,890
2025-05-01,HOME101,Home Appliances,Kolkata,Supermarket,11739.01,10,11811.14,No,182,Summer,185
2023-07-01,GROC104,Groceries,Chennai,Mall,493.63,15,26999.96,No,1058,Monsoon,919
2024-07-01,HOME102,Home Appliances,Kochi,Supermarket,8491.77,0,16686.85,No,126,Monsoon,95
2024-12-01,FASH104,Fashion,Pune,Mall,3462.95,15,12520.27,No,385,Winter,375
2024-11-01,CARE101,Personal Care,Pune,High Street,353.36,10,18941.64,Yes,603,Festival,873
2023-10-01,CARE101,Personal Care,Delhi,Supermarket,302.95,20,8160.21,Yes,1027,Festival,1599
2024-01-01,GROC102,Groceries,Hyderabad,High Street,231.46,20,10328.84,Yes,911,Winter,1387
2025-12-01,CARE102,Personal Care,Chennai,Neighbourhood,567.8,15,17701.42,No,433,Winter,709
2023-11-01,GROC102,Groceries,Kochi,Mall,234.74,10,22289.45,No,704,Festival,1050
2023-01-01,ELEC103,Electronics,Delhi,Mall,8786.02,25,21824.65,No,239,Winter,361
2024-05-01,GROC103,Groceries,Kochi,Mall,73.12,0,20958.95,No,729,Summer,687
2024-05-01,ELEC104,Electronics,Kolkata,Supermarket,3551.78,10,11423.57,No,214,Summer,184
2023-04-01,GROC101,Groceries,Mumbai,Supermarket,102.41,20,21999.89,No,1600,Summer,1874
2023-04-01,FASH101,Fashion,Mumbai,High Street,1710.17,10,4395.06,No,442,Summer,465
2024-01-01,FASH103,Fashion,Delhi,Neighbourhood,998.63,0,7246.38,Yes,295,Winter,392
2024-10-01,FASH101,Fashion,Chennai,Neighbourhood,1556.19,5,18437.14,No,336,Festival,452
2023-11-01,CARE103,Personal Care,Delhi,Mall,176.25,25,26705.58,Yes,770,Festival,1468
2025-09-01,GROC104,Groceries,Kochi,Supermarket,392.23,15,8545.84,No,863,Festival,1098
2024-11-01,FASH104,Fashion,Hyderabad,Mall,2986.74,0,10460.62,Yes,524,Festival,683
2025-02-01,CARE102,Personal Care,Kochi,High Street,574.59,25,13897.23,No,649,Winter,744
2025-03-01,ELEC104,Electronics,Pune,Supermarket,3517.63,10,22984.36,No,218,Summer,263
2024-12-01,GROC102,Groceries,Hyderabad,High Street,218.27,10,5040.76,No,891,Winter,1077
2024-08-01,FASH103,Fashion,Bengaluru,High Street,955.02,15,13078.01,Yes,412,Monsoon,493
2025-08-01,ELEC103,Electronics,Delhi,Supermarket,8878.63,10,28561.81,Yes,210,Monsoon,335
2024-10-01,HOME102,Home Appliances,Hyderabad,Mall,7786.84,0,13411.56,No,160,Festival,216
2024-07-01,ELEC102,Electronics,Delhi,Mall,22664.05,20,21156.43,No,302,Monsoon,361
2024-09-01,ELEC104,Electronics,Pune,Supermarket,3513.36,20,14836.39,No,256,Festival,348
2025-04-01,ELEC103,Electronics,Kochi,Mall,8513.73,5,5467.57,No,149,Summer,129
2025-09-01,ELEC102,Electronics,Chennai,Supermarket,21718.95,5,15391.39,No,241,Festival,335
2025-09-01,FASH104,Fashion,Bengaluru,High Street,3524.95,25,24737.44,No,490,Festival,814
2023-03-01,GROC102,Groceries,Kochi,Supermarket,251.61,15,4848.39,No,858,Summer,833
2023-09-01,CARE102,Personal Care,Mumbai,Mall,721.21,5,27711.94,No,1058,Festival,1400
2025-12-01,GROC104,Groceries,Mumbai,Mall,439.12,15,16502.16,No,1303,Winter,1532
2024-01-01,HOME102,Home Appliances,Kolkata,Supermarket,7479.97,0,28031.99,Yes,176,Winter,290
2023-01-01,CARE104,Personal Care,Chennai,Mall,1019.48,15,23162.97,No,869,Winter,783
2024-07-01,FASH104,Fashion,Chennai,Mall,2959.96,5,16905.15,No,409,Monsoon,352
2024-12-01,ELEC101,Electronics,Pune,High Street,20445.2,20,11822.05,Yes,180,Winter,247
2024-04-01,ELEC101,Electronics,Chennai,Mall,18288.2,10,16584.58,No,175,Summer,215
2024-05-01,HOME103,Home Appliances,Kolkata,Supermarket,15371.56,10,10990.46,No,152,Summer,189
2024-11-01,CARE104,Personal Care,Hyderabad,Neighbourhood,796.74,5,7462.68,Yes,605,Festival,938
2024-10-01,ELEC102,Electronics,Kochi,High Street,27931.42,0,9521.49,Yes,128,Festival,229
2025-12-01,GROC101,Groceries,Bengaluru,Neighbourhood,108.01,5,9580.7,Yes,759,Winter,1078
2023-09-01,ELEC102,Electronics,Kochi,Supermarket,24338.99,15,23347.06,No,156,Festival,282
2025-10-01,FASH101,Fashion,Hyderabad,Mall,1514.63,15,6115.66,Yes,341,Festival,567
2025-02-01,ELEC103,Electronics,Chennai,Mall,8429.35,15,23870.64,No,253,Winter,288
2023-01-01,ELEC102,Electronics,Kochi,Supermarket,24806.91,0,18138.31,Yes,200,Winter,238
2023-01-01,CARE101,Personal Care,Hyderabad,Neighbourhood,310.88,5,10708.74,Yes,548,Winter,819
2024-07-01,GROC101,Groceries,Chennai,Supermarket,104.73,10,13471.3,No,1243,Monsoon,1136
2025-08-01,HOME103,Home Appliances,Kochi,Neighbourhood,15659.45,25,20504.59,Yes,82,Monsoon,200
2024-03-01,HOME104,Home Appliances,Chennai,Supermarket,4919.58,0,4890.09,No,173,Summer,162
2023-04-01,FASH104,Fashion,Delhi,Supermarket,3400.42,15,3225.82,No,425,Summer,496
2023-09-01,HOME103,Home Appliances,Delhi,High Street,18261.46,15,4794.51,No,182,Festival,288
2025-08-01,GROC104,Groceries,Kochi,Supermarket,466.26,15,23040.84,Yes,777,Monsoon,789
2025-04-01,CARE102,Personal Care,Kochi,Neighbourhood,668.95,15,20661.58,No,527,Summer,637
2023-12-01,GROC101,Groceries,Chennai,Supermarket,109.28,5,11473.32,Yes,926,Winter,1100
2025-06-01,HOME102,Home Appliances,Delhi,Supermarket,6548.19,5,21796.22,No,173,Monsoon,235
2025-08-01,ELEC104,Electronics,Hyderabad,High Street,3643.6,10,23202.29,Yes,201,Monsoon,306
2025-08-01,HOME101,Home Appliances,Bengaluru,High Street,12343.09,5,10145.15,No,181,Monsoon,191
2023-06-01,HOME102,Home Appliances,Chennai,Neighbourhood,7347.78,5,3841.03,No,91,Monsoon,107
2023-06-01,CARE101,Personal Care,Kolkata,Supermarket,363.65,20,26169.25,No,890,Monsoon,786
2025-05-01,CARE102,Personal Care,Bengaluru,High Street,710.98,15,22084.62,No,968,Summer,988
2025-03-01,HOME104,Home Appliances,Mumbai,Mall,5460.0,15,26166.63,No,224,Summer,283
2023-11-01,FASH101,Fashion,Mumbai,High Street,1415.75,10,20667.23,Yes,333,Festival,696
2024-02-01,GROC101,Groceries,Kolkata,Neighbourhood,132.14,0,19727.21,No,742,Winter,731
2023-10-01,FASH101,Fashion,Delhi,Mall,1604.85,15,21255.39,Yes,493,Festival,853
2024-07-01,FASH102,Fashion,Bengaluru,Supermarket,2287.83,10,15670.7,No,469,Monsoon,507
2024-08-01,ELEC102,Electronics,Mumbai,Neighbourhood,26310.9,10,21293.35,Yes,210,Monsoon,333
2024-09-01,HOME101,Home Appliances,Pune,Mall,13707.29,15,4884.62,No,145,Festival,188
2023-01-01,HOME102,Home Appliances,Hyderabad,High Street,8259.08,15,7582.67,Yes,163,Winter,250
2024-03-01,HOME104,Home Appliances,Hyderabad,Neighbourhood,5053.9,25,16189.38,No,103,Summer,187
2023-02-01,HOME102,Home Appliances,Bengaluru,Supermarket,7173.58,10,4403.71,No,137,Winter,163
2025-02-01,ELEC104,Electronics,Delhi,Neighbourhood,3700.21,5,19112.96,No,170,Winter,259
2023-09-01,FASH103,Fashion,Delhi,Mall,933.11,20,29281.33,No,466,Festival,794
2025-07-01,CARE102,Personal Care,Hyderabad,Neighbourhood,637.4,5,13690.96,No,592,Monsoon,572
2023-11-01,GROC102,Groceries,Pune,Neighbourhood,248.12,0,4491.01,No,538,Festival,729
2024-03-01,CARE104,Personal Care,Mumbai,Mall,1026.3,15,14872.99,No,797,Summer,853
2023-08-01,CARE102,Personal Care,Kolkata,Neighbourhood,623.79,20,12549.81,Yes,643,Monsoon,838
2025-02-01,HOME103,Home Appliances,Bengaluru,Neighbourhood,20628.34,0,10326.88,No,95,Winter,125
2025-08-01,CARE104,Personal Care,Hyderabad,High Street,803.9,10,19847.96,Yes,712,Monsoon,866
2024-05-01,ELEC103,Electronics,Pune,Supermarket,8516.45,10,10611.81,No,191,Summer,179
2024-06-01,FASH104,Fashion,Kolkata,Mall,3021.32,20,17526.61,No,470,Monsoon,460
2024-05-01,ELEC104,Electronics,Delhi,High Street,3488.86,5,23024.32,No,222,Summer,303
2023-07-01,ELEC103,Electronics,Kolkata,High Street,8476.47,0,14235.92,No,190,Monsoon,169
2024-01-01,CARE101,Personal Care,Kochi,Mall,374.81,10,16848.22,No,604,Winter,493
2025-04-01,CARE102,Personal Care,Mumbai,Neighbourhood,631.78,10,27386.15,No,656,Summer,903
2023-08-01,ELEC102,Electronics,Hyderabad,Neighbourhood,24005.43,15,5349.46,Yes,177,Monsoon,252
2025-01-01,ELEC103,Electronics,Hyderabad,Mall,7399.21,20,10107.68,Yes,257,Winter,379
2024-08-01,HOME101,Home Appliances,Kochi,High Street,12195.61,5,8386.64,Yes,100,Monsoon,147
2024-01-01,CARE101,Personal Care,Delhi,Mall,362.1,15,23531.46,Yes,972,Winter,1207
2024-01-01,GROC101,Groceries,Hyderabad,High Street,126.28,10,23598.12,Yes,1064,Winter,1208
2023-10-01,HOME103,Home Appliances,Chennai,Supermarket,16803.74,10,26030.51,No,194,Festival,292
2025-11-01,FASH102,Fashion,Kolkata,Mall,2177.35,5,23881.29,No,339,Festival,489
2023-11-01,FASH103,Fashion,Kochi,Mall,947.9,5,18276.1,No,322,Festival,380
2023-08-01,ELEC101,Electronics,Mumbai,Supermarket,15462.56,5,28960.29,No,315,Monsoon,383
2024-07-01,HOME102,Home Appliances,Hyderabad,Supermarket,7514.24,10,12461.16,No,197,Monsoon,179
2025-12-01,GROC101,Groceries,Delhi,High Street,127.42,15,19812.62,No,1010,Winter,1214
2025-04-01,ELEC102,Electronics,Bengaluru,Neighbourhood,28266.13,20,8014.79,No,155,Summer,213
2023-04-01,HOME103,Home Appliances,Kochi,Supermarket,18514.15,0,7062.75,No,163,Summer,120
2024-12-01,GROC101,Groceries,Bengaluru,Neighbourhood,122.8,15,27417.71,No,934,Winter,1004
2024-04-01,ELEC103,Electronics,Mumbai,Neighbourhood,7398.7,20,22362.26,No,203,Summer,349
2023-04-01,ELEC102,Electronics,Kochi,High Street,23815.81,5,14608.86,No,187,Summer,167
2024-10-01,CARE102,Personal Care,Chennai,Mall,685.52,0,28647.29,Yes,834,Festival,1045
2023-05-01,ELEC103,Electronics,Kolkata,Neighbourhood,8380.79,15,28151.98,No,167,Summer,266
2024-10-01,FASH104,Fashion,Bengaluru,High Street,2730.38,5,25316.88,No,339,Festival,566
2025-05-01,CARE101,Personal Care,Mumbai,Neighbourhood,370.97,15,19657.49,No,737,Summer,1023
2023-12-01,GROC101,Groceries,Mumbai,Neighbourhood,135.78,5,25105.99,No,760,Winter,892
2025-10-01,HOME101,Home Appliances,Delhi,Mall,11015.48,10,19577.2,Yes,183,Festival,418
2024-09-01,ELEC102,Electronics,Hyderabad,Supermarket,23969.2,5,24754.29,No,207,Festival,311
2023-06-01,FASH102,Fashion,Hyderabad,Supermarket,2250.47,0,23570.86,No,503,Monsoon,347
2025-07-01,CARE104,Personal Care,Mumbai,Neighbourhood,1017.11,0,21464.39,No,633,Monsoon,588
2024-08-01,FASH104,Fashion,Bengaluru,High Street,3610.98,5,25811.28,Yes,367,Monsoon,432
2024-03-01,FASH103,Fashion,Mumbai,Supermarket,785.74,15,12575.99,No,516,Summer,658
2024-12-01,CARE101,Personal Care,Kochi,Supermarket,308.62,5,12582.24,Yes,721,Winter,681
2024-02-01,CARE104,Personal Care,Pune,Supermarket,915.21,5,3787.19,No,891,Winter,703
2025-08-01,CARE102,Personal Care,Pune,Supermarket,650.47,5,22750.13,No,637,Monsoon,539
2023-08-01,HOME103,Home Appliances,Pune,High Street,16842.78,5,5467.1,Yes,100,Monsoon,154
2025-10-01,FASH102,Fashion,Chennai,Supermarket,2226.6,20,25805.98,Yes,394,Festival,736
2024-11-01,GROC102,Groceries,Pune,Neighbourhood,233.08,10,27342.74,Yes,815,Festival,1319
2024-05-01,HOME103,Home Appliances,Delhi,Mall,17167.35,15,21119.52,No,203,Summer,277
2024-10-01,ELEC104,Electronics,Hyderabad,Neighbourhood,3452.12,10,24065.11,No,127,Festival,245
2023-09-01,GROC103,Groceries,Chennai,Supermarket,79.93,10,27757.44,No,1229,Festival,1391
2025-10-01,CARE104,Personal Care,Kolkata,Supermarket,1007.45,15,5271.45,Yes,624,Festival,840
2025-11-01,FASH103,Fashion,Chennai,Mall,847.24,25,10141.93,Yes,357,Festival,683
2024-06-01,FASH103,Fashion,Kolkata,Mall,996.65,0,22741.25,No,492,Monsoon,355
2023-12-01,HOME101,Home Appliances,Delhi,Supermarket,10422.79,0,17454.93,Yes,207,Winter,337
2023-12-01,CARE102,Personal Care,Mumbai,Mall,614.42,5,10003.49,Yes,713,Winter,839
2024-11-01,GROC103,Groceries,Chennai,Neighbourhood,78.61,10,12028.83,Yes,730,Festival,1203
2024-07-01,CARE102,Personal Care,Chennai,Neighbourhood,730.11,5,17780.2,No,580,Monsoon,435
2025-08-01,GROC101,Groceries,Hyderabad,Neighbourhood,114.15,10,24676.98,Yes,935,Monsoon,913
2025-12-01,HOME104,Home Appliances,Pune,Neighbourhood,4416.71,0,20498.84,No,113,Winter,160
2024-06-01,CARE104,Personal Care,Pune,High Street,787.15,10,3943.36,No,807,Monsoon,665
2024-01-01,GROC101,Groceries,Bengaluru,Supermarket,137.18,25,24433.09,No,1290,Winter,1504
2025-08-01,GROC103,Groceries,Delhi,High Street,75.93,10,18234.26,No,948,Monsoon,1143
2025-07-01,FASH104,Fashion,Kochi,Supermarket,3468.34,10,3437.41,No,413,Monsoon,305
2023-02-01,GROC104,Groceries,Delhi,Neighbourhood,421.36,0,5518.33,No,1046,Winter,1041
2023-03-01,HOME103,Home Appliances,Bengaluru,Supermarket,18557.01,10,21428.38,No,186,Summer,221
2025-01-01,CARE102,Personal Care,Delhi,High Street,674.44,5,23171.11,Yes,628,Winter,801
2024-04-01,CARE102,Personal Care,Kochi,Neighbourhood,574.62,15,29916.55,No,372,Summer,473
2023-09-01,HOME102,Home Appliances,Kochi,High Street,6956.83,0,3752.01,No,123,Festival,151
2023-01-01,FASH104,Fashion,Delhi,Neighbourhood,3328.08,10,24749.2,Yes,380,Winter,543
2024-12-01,CARE102,Personal Care,Hyderabad,High Street,577.36,20,24605.57,No,591,Winter,900
2023-06-01,HOME101,Home Appliances,Delhi,High Street,12712.2,10,27307.13,No,184,Monsoon,255
2024-06-01,FASH103,Fashion,Kolkata,Mall,823.83,5,20869.53,No,429,Monsoon,445
2024-02-01,HOME104,Home Appliances,Kochi,Mall,4441.05,20,6409.32,No,146,Winter,162
2025-10-01,CARE101,Personal Care,Mumbai,Neighbourhood,327.77,15,11067.14,No,472,Festival,1018
2025-11-01,ELEC104,Electronics,Mumbai,High Street,3542.31,0,25981.07,No,234,Festival,368
2025-01-01,GROC101,Groceries,Chennai,Neighbourhood,116.04,5,15961.28,Yes,569,Winter,771
2024-12-01,FASH101,Fashion,Hyderabad,High Street,1676.09,0,15522.98,Yes,381,Winter,407
2024-08-01,CARE104,Personal Care,Mumbai,Mall,799.65,15,18619.3,No,986,Monsoon,998
2023-09-01,HOME103,Home Appliances,Hyderabad,Supermarket,18643.53,15,8039.28,No,124,Festival,200
2024-10-01,FASH103,Fashion,Kolkata,Neighbourhood,906.36,10,10621.09,Yes,248,Festival,425
2023-09-01,HOME104,Home Appliances,Mumbai,Neighbourhood,5128.38,0,17697.31,No,108,Festival,224
2025-10-01,FASH103,Fashion,Kolkata,High Street,848.1,5,19568.22,No,424,Festival,561
2023-07-01,FASH103,Fashion,Chennai,Neighbourhood,954.47,5,18024.55,No,260,Monsoon,261
2025-01-01,CARE102,Personal Care,Hyderabad,Mall,674.98,25,28127.35,No,709,Winter,934
2025-04-01,ELEC103,Electronics,Chennai,Supermarket,8191.35,5,12331.87,No,250,Summer,217
2024-02-01,FASH102,Fashion,Delhi,Mall,1945.33,0,28408.3,No,563,Winter,630
2025-01-01,FASH102,Fashion,Bengaluru,Supermarket,2161.74,15,20502.3,Yes,558,Winter,727
2024-06-01,ELEC101,Electronics,Bengaluru,High Street,18136.4,5,6002.64,No,257,Monsoon,247
2025-09-01,ELEC104,Electronics,Chennai,Neighbourhood,3746.08,0,8638.44,No,112,Festival,191
2023-09-01,CARE103,Personal Care,Kolkata,Mall,168.96,5,17309.2,No,814,Festival,1043
2025-08-01,ELEC102,Electronics,Delhi,Neighbourhood,25437.64,20,26488.32,Yes,179,Monsoon,326
2023-04-01,FASH102,Fashion,Delhi,Neighbourhood,2387.09,20,10480.87,No,403,Summer,509
2023-01-01,GROC102,Groceries,Pune,High Street,266.65,0,4087.71,Yes,905,Winter,815
2025-09-01,GROC101,Groceries,Delhi,High Street,114.31,10,26594.62,No,843,Festival,1443
2025-05-01,ELEC103,Electronics,Hyderabad,Mall,8345.5,10,13285.7,No,168,Summer,215
2025-09-01,HOME103,Home Appliances,Pune,High Street,16376.82,10,10140.74,No,129,Festival,198
2024-12-01,GROC104,Groceries,Pune,High Street,442.63,10,3393.31,Yes,1062,Winter,1023
2023-09-01,GROC101,Groceries,Hyderabad,Neighbourhood,130.36,20,10650.83,No,883,Festival,1256
2024-03-01,CARE103,Personal Care,Pune,Supermarket,163.92,5,13441.09,No,574,Summer,603
2024-07-01,FASH104,Fashion,Kolkata,Supermarket,3175.46,5,3198.02,No,320,Monsoon,220
2023-08-01,CARE103,Personal Care,Kolkata,Mall,204.83,10,4314.76,Yes,577,Monsoon,557
2023-01-01,GROC103,Groceries,Kolkata,High Street,78.84,10,28297.05,No,1085,Winter,1018
2024-02-01,ELEC104,Electronics,Kochi,Supermarket,3693.53,25,28622.48,No,150,Winter,242
2024-06-01,FASH104,Fashion,Pune,Mall,3037.9,0,23681.23,No,365,Monsoon,274
2025-08-01,HOME104,Home Appliances,Kochi,Neighbourhood,4397.64,0,28831.45,Yes,98,Monsoon,175
2024-01-01,CARE101,Personal Care,Delhi,High Street,319.32,10,18867.82,Yes,737,Winter,935
2023-12-01,CARE102,Personal Care,Pune,Mall,717.03,15,11772.92,No,874,Winter,778
2023-01-01,FASH103,Fashion,Pune,High Street,980.77,5,12023.2,No,335,Winter,358
2025-09-01,FASH104,Fashion,Mumbai,Neighbourhood,2777.23,20,21685.36,No,275,Festival,699
2024-01-01,HOME102,Home Appliances,Hyderabad,Neighbourhood,8105.07,15,29840.2,Yes,121,Winter,253
2024-10-01,CARE102,Personal Care,Kolkata,Mall,593.12,25,12596.86,No,741,Festival,1072
2024-06-01,ELEC101,Electronics,Kochi,Supermarket,18379.55,10,8672.89,No,205,Monsoon,151
2023-07-01,GROC104,Groceries,Delhi,Supermarket,476.32,5,18319.56,No,1463,Monsoon,1330
2024-01-01,ELEC103,Electronics,Delhi,Mall,6946.23,20,21738.47,Yes,222,Winter,454
2023-06-01,FASH101,Fashion,Chennai,High Street,1418.41,0,5826.25,No,299,Monsoon,255
2024-07-01,GROC104,Groceries,Kochi,Neighbourhood,452.89,10,27207.52,No,519,Monsoon,577
